대피소,사이트제목,성별,연령,직업,소득,결혼,자녀,주거,시도,구,동,자동차
설악산 희운각,설악산 운해 1박2일(오색-대청봉-희운각대피소-공룡능선-마등령-비선대-설악동),F,3,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,아니오,          ,아파트/ 주상복합,서울,마포구,성산2동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
한라산 속밭,폭설뒤의 한라산.(성판악~속밭대피소),F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,양천구,신월7동,
한라산 진달래밭,한라산(관음산 탐방지원센터~삼각봉대피소~한라산~진달래밭 대피소~사라오름~쑥밭 대피소~성판악 탐방지원 센터. 190804. 일),F,4,"농/축/광/수산업 (축산, 낙농업, 수산, 임업, 광업)",500~599만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,강서구,화곡본동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
설악산 소청,20181222 설악산 대청봉 & 소청대피소 1박,M,3,기타 ,300~399만원,아니오,          ,아파트/ 주상복합,경기,용인시 처인구,김량장동,
지리산 세석,[대중교통으로 찾은 지리산 성중종주] 첫째날 성삼재에서 세석대피소까지 약 20km를 놀며쉬며 여유로운 산행했다,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,영등포구,여의도동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
덕유산 향적봉,무주 덕유산국립공원의 1박2일과 향적봉대피소,F,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,아파트/ 주상복합,경기,평택시,안중읍,
한라산 진달래밭,한라산 겨울 산행 / 진달래 대피소 / 한라산 백록담,M,2,,,      ,          ,,충북,청주시 흥덕구,사직1동,
북한산 대피소,북한산 산성입구~중흥사~북한산대피소~백운봉암문~밤골(190803). ,F,3,,,      ,          ,,서울,양천구,목2동,
설악산 소청,설악산 소청대피소에서 하룻밤 (2019. 6.14~15),F,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,아파트/ 주상복합,경기,양주시,백석읍,"소형SUV/CUV (티볼리, QM3 등)"
설악산 중청,설악산 중청대피소 단계적 폐쇄,M,3,,,      ,          ,,서울,구로구,궁동,
소백산 연화봉,소백산 제2연화봉 대피소 숙박산행,M,3,,,      ,          ,,경기,성남시 중원구,성남동,
북한산 대피소,용암사지터(북한산대피소),M,3,"자영업 (도소매업, 숙박업, 미용업)","1,000만원 이상",예    ,자녀 있음 ,오피스텔,서울,강남구,도곡1동,
지리산 세석,지리산/백무동에서 세석대피소,M,2,,,      ,          ,,광주,광산구,산월동,
소백산 연화봉,[등산] 소백산-연화봉대피소,M,3,,,      ,          ,,부산,금정구,구서2동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
한라산 윗세,[제주도] 2018년 10월: 한라산 영실코스 (윗세 오름 대피소 남벽분기점 영실통제소),F,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,아니오,          ,아파트/ 주상복합,울산,남구,신정4동,
북한산 대피소,용암사지터(북한산대피소),M,5,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,김포시,장기동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
설악산 소청,20181222 설악산 대청봉 & 소청대피소 1박,F,3,"자영업 (도소매업, 숙박업, 미용업)",,      ,          ,,서울,서대문구,홍은동,
지리산 피아골,지리산 피아골 대피소 가는길,F,4,,,      ,          ,,대구,북구,팔달동,
지리산 세석,지리산 세석대피소 1박2일,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,부천시 원미구,중1동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
설악산 소청,20181222 설악산 대청봉 & 소청대피소 1박,M,5,"생산/노무직 (생산감독, 경비원, 공장근로자)",100~199만원,아니오,          ,단독주택,경기,파주시,문산읍,
북한산 대피소,<북한산> 밤골~밤골계곡~백운대~북한산대피소~산성입구,F,3,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,양천구,신정3동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
소백산 연화봉,겨울 소백산 1박2일 천동 에서 죽령 휴게소 까지 (제2 연화봉 대피소),F,4,"농/축/광/수산업 (축산, 낙농업, 수산, 임업, 광업)",500~599만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,강서구,화곡본동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
한라산 진달래밭,가을제주여행 메일! 한라산정상 등산코스 성판악-진달래밭대피소-백록담(8시간소요+꿀팁),F,3,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,단독주택,경기,양평군,양동면,"대형SUV (베라크루즈, 모하비, 투아렉급 등)"
지리산 세석,지리산 세석대피소에서 장터목대피소을 향해,M,2,,,      ,          ,,부산,동구,수정1동,
지리산 세석,[대중교통으로 찾은 지리산 성중종주] 첫째날 성삼재에서 세석대피소까지 약 20km를 놀며쉬며 여유로운 산행했다,M,3,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,광주,동구,지산1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
북한산 대피소,20190421 북한산 진달래능선 - 북한산대피소 - 산성입구,F,2,,,      ,          ,,전북,진안군,부귀면,
북한산 대피소,북한산 밤골~백운대~북한산대피소~산성입구(191003).,M,4,,,      ,          ,,경남,진주시,신안동,
소백산 연화봉,소백산 제2연화봉 대피소 숙박산행,F,5,,,      ,          ,,충남,천안시 동남구,신부동,
지리산 치밭목,2018-07-18 지리산 새재마을~치밭목대피소,M,3,,,      ,          ,,대구,수성구,황금1동,
지리산 연하천,지리산 종주 #2 연하천대피소-형제봉-칠선봉-세석대피소-촛대봉-연하봉-장터목대피소,F,2,,,      ,          ,,인천,연수구,동춘동,
한라산 진달래밭,12/4 한라산 등반 진달래밭 대피소에서 정상 백록담까지,F,3,,,      ,          ,,인천,계양구,병방동,
지리산 치밭목,2018-07-18 지리산 새재마을~치밭목대피소,F,4,기타 ,100만원 미만,아니오,          ,기타 ,제주,제주시,아라1동,
덕유산 삿갓골재,덕유산 육십령 ~ 삿갓재대피소 ~ 황점마을(201908310901),F,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,거제시,양정동,"대형SUV (베라크루즈, 모하비, 투아렉급 등)"
지리산 노고단,#오스프리 #AURA #xCREW #기어리뷰어 지리산 노고단 대피소 1박 2일 _2018 12 01_02,M,2,"자영업 (도소매업, 숙박업, 미용업)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,경남,창원시 마산회원구,양덕1동,"경차 (모닝, 스파크 등)"
지리산 세석,지리산/백무동에서 세석대피소,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,마포구,성산2동,
설악산 소청,설악산 소청 대피소 예약 당첨,M,2,"서비스직 (요식업, 숙박업, 미용실종업원)",600~699만원,아니오,          ,아파트/ 주상복합,경북,경주시,현곡면,
덕유산 향적봉,덕유산 ( 德裕山 ) 야생화 트레킹 3 ( 설천봉 ~ 향적봉 대피소 ) ,M,5,"관리직 (사장, 간부, 고위공무원)",100~199만원,아니오,          ,아파트/ 주상복합,서울,강서구,화곡3동,"대형SUV (베라크루즈, 모하비, 투아렉급 등)"
설악산 소청,설악산 소청 대피소 예약 당첨,M,4,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 영통구,매탄4동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
지리산 연하천,지리산 종주<2일차> : 연하천-세석대피소,M,2,"서비스직 (요식업, 숙박업, 미용실종업원)",600~699만원,아니오,          ,아파트/ 주상복합,서울,동대문구,이문2동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
지리산 세석,지리산 세석대피소 1박2일,F,5,"서비스직 (요식업, 숙박업, 미용실종업원)",100~199만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,김해시,삼계동,"경차 (모닝, 스파크 등)"
설악산 중청,설악산 중청대피소 단계적 폐쇄,M,2,"농/축/광/수산업 (축산, 낙농업, 수산, 임업, 광업)",400~499만원,아니오,          ,단독주택,전북,정읍시,상동,
한라산 진달래밭,한라산(관음산 탐방지원센터~삼각봉대피소~한라산~진달래밭 대피소~사라오름~쑥밭 대피소~성판악 탐방지원 센터. 190804. 일),M,2,,,      ,          ,,경기,남양주시,와부읍,
설악산 중청,설악산 대청봉 1박 일출 산행 (중청대피소 3대의 덕),M,2,,,      ,          ,,충북,청주시 흥덕구,사직1동,
지리산 장터목,14일 지리산 장터목대피소 상고대 장관,M,2,,,      ,          ,,경기,남양주시,진접읍,
설악산 중청,설악산 중청대피소 판매 물품 및 상세 이용 정보,F,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,아파트/ 주상복합,경기,양주시,백석읍,"소형SUV/CUV (티볼리, QM3 등)"
설악산 양폭,설악산(소공원에서 양폭대피소까지) 2018.6.12,M,5,,,      ,          ,,경기,부천시 오정구,삼정동,
지리산 장터목,지리산 장터목대피소 예약 성공 백무동 중산리코스,F,5,,,      ,          ,,충북,옥천군,옥천읍,
지리산 장터목,[지리산/백무동코스/천왕봉/장터목대피소/국내여행] 1박2일 지리산 막바지 가을산행길 (ft. 가을고생길),M,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,단독주택,경기,용인시 처인구,백암면,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
북한산 대피소,북한산 대피소 / 19.10.24,M,2,"생산/노무직 (생산감독, 경비원, 공장근로자)",100~199만원,아니오,          ,오피스텔,경남,양산시,삼호동,
북한산 대피소,<북한산> 밤골~밤골계곡~백운대~북한산대피소~산성입구,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,경기,하남시,망월동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
지리산 세석,지리산/백무동에서 세석대피소,F,5,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,시흥시,정왕3동,
오대산 노인봉,오대산 노인봉 소금강 겨울 등산코스로의 산행 / 2부 노인봉대피소~소금강,F,3,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,동구,율하동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
설악산 양폭,2019년 10월 26~27일 (1박2일 ) 설악산 양폭대피소 단풍보러가요.,M,4,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 영통구,매탄4동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
지리산 세석,지리산 세석대피소에서 장터목대피소을 향해,M,4,,,      ,          ,,대구,달성군,유가면,
지리산 장터목,14일 지리산 장터목대피소 상고대 장관,F,5,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,달성군,화원읍,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
소백산 연화봉,소백산(제2연화봉 대피소),M,4,"관리직 (사장, 간부, 고위공무원)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,중랑구,면목동,
한라산 윗세,[제주도] 2018년 10월: 한라산 영실코스 (윗세 오름 대피소 남벽분기점 영실통제소),F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,관악구,신사동,
덕유산 삿갓골재,덕유산 1박2일 (설천봉~삿갓재대피소~남덕유산),F,5,,,      ,          ,,경기,포천시,신읍동,
한라산 윗세,[제주 한라산] 영실 - 윗세오름대피소 - 어리목,M,5,"관리직 (사장, 간부, 고위공무원)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,금천구,독산동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
한라산 진달래밭,#성판악 #속대밭대피소 #사라오름 #진달래밭대피소 #한라산 #백록담,M,5,"생산/노무직 (생산감독, 경비원, 공장근로자)",100~199만원,예    ,자녀 있음 ,단독주택,충북,옥천군,옥천읍,"대형차 (제너시스, BMW5급 등)"
지리산 장터목,등산_ 지리산 장터목대피소,M,4,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,광주,광산구,신가동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
설악산 양폭,2019년 10월 26~27일 (1박2일 ) 설악산 양폭대피소 단풍보러가요.,M,2,"학생 (초중고학생, 대학생, 대학원생)",100~199만원,아니오,          ,단독주택,광주,북구,망월동,
북한산 대피소,<북한산> 밤골~밤골계곡~백운대~북한산대피소~산성입구,F,5,"주부 (전업주부, 파트타임 근무 주부)",100만원 미만,예    ,자녀 있음 ,아파트/ 주상복합,서울,영등포구,여의도동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
지리산 장터목,지리산 장터목 대피소 예약 천왕봉 코스,F,4,"교직 (교사, 유치원교사, 학원강사)",400~499만원,아니오,          ,단독주택,부산,해운대구,우동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
지리산 노고단,지리산 등산코스 화엄사-노고단-노고단대피소(1박)-반야봉-피아골-직전마을 /단풍이 절정,M,3,기타 ,200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,전북,전주시 덕진구,고랑동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
설악산 양폭,2019년 10월 26~27일 (1박2일 ) 설악산 양폭대피소 단풍보러가요.,F,4,"교직 (교사, 유치원교사, 학원강사)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,부천시 원미구,중2동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
지리산 연하천,지리산 연하천대피소에서 날아온 소식 지리산 등로 샘물처럼 달콤 감동,M,4,"사무직 (일반사무직, 공무원, 직업군인)",100~199만원,아니오,          ,단독주택,전북,전주시 덕진구,인후동1가,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
설악산 양폭,2019년 10월 26~27일 (1박2일 ) 설악산 양폭대피소 단풍보러가요.,F,2,,,      ,          ,,인천,부평구,산곡3동,
설악산 소청,설악산 소청대피소에서 하룻밤 (2019. 6.14~15),M,3,,,      ,          ,,경기,부천시 원미구,역곡2동,
덕유산 향적봉,덕유산 향적봉대피소 예약하기(컴),F,3,"사무직 (일반사무직, 공무원, 직업군인)",100만원 미만,아니오,          ,단독주택,경북,김천시,남산동,
지리산 세석,지리산/백무동에서 세석대피소,M,4,,,      ,          ,,경기,고양시 덕양구,고양동,
설악산 희운각,설악산 운해 1박2일(오색-대청봉-희운각대피소-공룡능선-마등령-비선대-설악동),F,4,"관리직 (사장, 간부, 고위공무원)","1,000만원 이상",아니오,          ,아파트/ 주상복합,충북,제천시,청전동,
한라산 진달래밭,한라산 성판악&쑥대밭대피소&사라오름&진달래대피소&성판악코스,M,4,"서비스직 (요식업, 숙박업, 미용실종업원)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,양천구,목5동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
덕유산 향적봉,덕유산 눈꽃 겨울여행2 / 향적봉 일출 향적봉대피소,F,5,"판매직 (상점점원, 보험설계사, 노점상)",500~599만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,은평구,불광동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
한라산 윗세,[제주도] 2018년 10월: 한라산 영실코스 (윗세 오름 대피소 남벽분기점 영실통제소),M,3,,,      ,          ,,충북,충주시,연수동,
북한산 대피소,20190421 북한산 진달래능선 - 북한산대피소 - 산성입구,F,3,,,      ,          ,,서울,광진구,화양동,
한라산 탐라계곡,한라산(관음사 탐방 안내소~탐라계곡 대피소~삼각봉 대피소~한라산~진달래 밭 대피소~속밭 대피소~성판악. 180831.금),M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",100~199만원,예    ,자녀 있음 ,단독주택,충북,충주시,교현1동,기타 (승합차/트럭/화물차/기타 차량 등)
한라산 속밭,한라산 원정대(1)그 고생의 서막. / 성판악코스 / 입구~속밭 대피소까지.,F,5,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,달성군,화원읍,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
덕유산 향적봉,덕유산 향적봉대피소 기적의 1박,M,5,무직,100만원 미만,아니오,          ,기타 ,경남,창원시 의창구,팔용동,"경차 (모닝, 스파크 등)"
설악산 중청,설악산 중청대피소 판매 물품 및 상세 이용 정보,M,5,,,      ,          ,,강원,춘천시,효자2동,
지리산 치밭목,2018-07-18 지리산 새재마을~치밭목대피소,M,4,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,광주,광산구,신가동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
오대산 노인봉,오대산 노인봉 소금강 겨울 등산코스로의 산행 / 2부 노인봉대피소~소금강,F,2,,,      ,          ,,경북,구미시,원평동,
한라산 윗세,[서귀포시_2019.08.13] 영실 휴게소 병풍바위 윗세오름 대피소 한라산 남벽분기점,M,3,기타 ,200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,전북,전주시 덕진구,고랑동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
지리산 세석,지리산 세석대피소에서 장터목대피소을 향해,M,2,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,경기,수원시 장안구,영화동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
설악산 양폭,2019년 10월 26~27일 (1박2일 ) 설악산 양폭대피소 단풍보러가요.,M,2,"사무직 (일반사무직, 공무원, 직업군인)",100~199만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 권선구,권선동,
지리산 세석,지리산 세석대피소에서 장터목대피소을 향해,F,2,,,      ,          ,,대전,유성구,원신흥동,
한라산 윗세,[제주 한라산] 영실 - 윗세 오름 대피소 - 어리목,M,3,,,      ,          ,,서울,도봉구,방학2동,
지리산 노고단,지리산 노고단 대피소 숙박하고 정상까지 - 아이와 함께,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,아파트/ 주상복합,대구,달서구,감삼동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
한라산 삼각봉,제주도 한라산 5 산우물 4월 산행 한라산 삼각봉 대피소 개미등 탐라계곡 육교 관음사,F,3,,,      ,          ,,전북,전주시 완산구,삼천동1가,
오대산 노인봉,[안내산악회] 2019년 05월 18일 강원도 강릉 오대산 노인봉,M,3,,,      ,          ,,서울,동작구,본동,
소백산 연화봉,[등산] 소백산-연화봉대피소,F,2,,,      ,          ,,서울,강서구,염창동,
지리산 세석,[지리산 국립공원] 지리산 세석대피소 처음 이용자를 위한 소개(정보)글,M,4,,,      ,          ,,서울,서초구,방배4동,
한라산 진달래밭,한라산 탐방/관음사~개미등~삼각봉~백록담~진달래대피소~성판악,M,3,"사무직 (일반사무직, 공무원, 직업군인)",100~199만원,아니오,          ,아파트/ 주상복합,충북,충주시,연수동,
지리산 세석,[대중교통으로 찾은 지리산 성중종주] 첫째날 성삼재에서 세석대피소까지 약 20km를 놀며쉬며 여유로운 산행했다,M,4,,,      ,          ,,대구,달성군,유가면,
지리산 피아골,지리산 피아골 대피소 가는길,F,2,,,      ,          ,,서울,금천구,독산4동,
북한산 대피소,7.27(토) 북한산 문수봉. 북한산대피소,F,4,,,      ,          ,,경기,평택시,포승읍,
소백산 연화봉,소백산 제2연화봉 대피소의 모든 것,M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,전남,목포시,북항동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
설악산 중청,설악산 중청대피소 단계적 폐쇄,M,3,"관리직 (사장, 간부, 고위공무원)",100~199만원,아니오,          ,아파트/ 주상복합,인천,남동구,구월4동,
지리산 연하천,지리산 연하천대피소에서 날아온 소식 지리산 등로 샘물처럼 달콤 감동,F,3,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,강동구,암사동,
한라산 진달래밭,[이색 휴게소] 한라산 성판악 진달래 휴게소 = 진달래밭 대피소,M,5,무직,"1,000만원 이상",아니오,          ,아파트/ 주상복합,인천,중구,중산동,
한라산 진달래밭,한라산 성판악&쑥대밭대피소&사라오름&진달래대피소&성판악코스,F,4,"주부 (전업주부, 파트타임 근무 주부)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,울산,남구,달동,
설악산 중청,설악산 중청대피소 단계적 폐쇄,M,5,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,수영구,수영동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
한라산 진달래밭,한라산 겨울 산행 / 진달래 대피소 / 한라산 백록담,M,2,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,수원시 영통구,매탄3동,
한라산 진달래밭,한라산(성판악~사라오름~진달래대피소~백록담~관음사)2019.01.29,M,5,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강남구,자곡동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
지리산 세석,[대중교통으로 찾은 지리산 성중종주] 첫째날 성삼재에서 세석대피소까지 약 20km를 놀며쉬며 여유로운 산행했다,M,2,"학생 (초중고학생, 대학생, 대학원생)",500~599만원,아니오,          ,아파트/ 주상복합,서울,강남구,삼성2동,
북한산 대피소,7.27(토) 북한산 문수봉. 북한산대피소,M,3,기타 ,200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,전북,전주시 덕진구,고랑동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
지리산 치밭목,지리산(대원사-새재-치밭목대피소-천왕봉),M,3,"자영업 (도소매업, 숙박업, 미용업)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,부천시 오정구,원종1동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
한라산 진달래밭,10. 한라산(1) - 성판악에서 진달래밭대피소까지 [2019 제주도 여행기],M,3,,,      ,          ,,서울,종로구,신문로1가,
한라산 진달래밭,한라산(성판악~사라오름~진달래대피소~백록담~관음사)2019.01.29,M,3,,,      ,          ,,서울,강서구,등촌3동,
한라산 진달래밭,제주 한라산 성판악-속밭쉼터-진달래밭 대피소...제주도,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",400~499만원,아니오,          ,단독주택,경남,창원시 의창구,명서동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
덕유산 향적봉,덕유산 눈꽃 겨울여행2 / 향적봉 일출 향적봉대피소,M,5,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,강화군,선원면,"경차 (모닝, 스파크 등)"
설악산 양폭,설악산 양폭대피소에서 잠을 청하고 싶다.,F,5,기타 ,800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,울산,울주군,언양읍,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
설악산 수렴동,<설악산 등산> 백담사- 영시암-수렴동대피소-봉정남,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,대구,달성군,유가면,
소백산 연화봉,소백산 국립공원 등산 - 코스 : 죽령 탐방지원센터 - 제2연화봉/연화봉 대피소,M,3,"전문직 (의사, 판검사, 예술가, 종교인)",900~999만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,용산구,이촌동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
지리산 노고단,지리산 노고단 대피소 숙박하고 정상까지 - 아이와 함께,M,2,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,아니오,          ,기타 ,인천,남구,주안7동,
지리산 세석,[지리산 국립공원] 지리산 세석대피소 처음 이용자를 위한 소개(정보)글,M,2,"농/축/광/수산업 (축산, 낙농업, 수산, 임업, 광업)",400~499만원,아니오,          ,단독주택,전북,정읍시,상동,
설악산 소청,설악산 소청대피소에서 하룻밤 (2019. 6.14~15),M,2,,,      ,          ,,경기,남양주시,와부읍,
지리산 노고단,지리산 등산코스 화엄사-노고단-노고단대피소(1박)-반야봉-피아골-직전마을 /단풍이 절정,M,4,,,      ,          ,,부산,부산진구,범천1동,
북한산 대피소,북한산 산성입구~중흥사~북한산대피소~백운봉암문~밤골(190803). ,M,3,,,      ,          ,,대구,북구,검단동,
소백산 연화봉,소백산(제2연화봉 대피소),M,4,,,      ,          ,,부산,기장군,정관면,
한라산 윗세,[한라산] 영실~윗세오름 대피소 (2019.2.5),M,3,"전문직 (의사, 판검사, 예술가, 종교인)",100~199만원,아니오,          ,아파트/ 주상복합,대구,동구,각산동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
소백산 연화봉,겨울 소백산 1박2일 천동 에서 죽령 휴게소 까지 (제2 연화봉 대피소),M,5,"서비스직 (요식업, 숙박업, 미용실종업원)",500~599만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,전남,보성군,벌교읍,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
설악산 소청,설악산 소청 대피소 예약 당첨,M,2,"서비스직 (요식업, 숙박업, 미용실종업원)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,광주,광산구,대산동,
한라산 속밭,폭설뒤의 한라산.(성판악~속밭대피소),M,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,도봉구,창4동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
북한산 대피소,20190421 북한산 진달래능선 - 북한산대피소 - 산성입구,F,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,거제시,양정동,"대형SUV (베라크루즈, 모하비, 투아렉급 등)"
소백산 연화봉,[등산 No.17] 소백산 산행(연화봉대피소) 천동/비로봉/죽령(18/01/27 ~28일),M,3,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,광주,동구,지산1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
한라산 진달래밭,한라산(성판악~사라오름~진달래대피소~백록담~관음사)2019.01.29,M,3,,,      ,          ,,울산,울주군,온산읍,
지리산 장터목,지리산 장터목대피소 예약 성공 백무동 중산리코스,M,3,,,      ,          ,,대구,달서구,대천동,
지리산 장터목,지리산 장터목대피소 블약 100대명산 천왕봉,M,4,,,      ,          ,,경남,창원시 마산회원구,내서읍,
지리산 노고단,#오스프리 #AURA #xCREW #기어리뷰어 지리산 노고단 대피소 1박 2일 _2018 12 01_02,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,해운대구,반송3동,"경차 (모닝, 스파크 등)"
지리산 장터목,14일 지리산 장터목대피소 상고대 장관,F,2,,,      ,          ,,서울,양천구,신정동,
