주변관광,사이트제목,성별,연령,직업,소득,결혼,자녀,주거,시도,구,동,자동차
청도용암온천,청도용암온천 즐기고 빛축제까지,F,4,,,      ,          ,,충남,논산시,강산동,
운주사,화순 운주사,F,4,"교직 (교사, 유치원교사, 학원강사)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,경기,안양시 동안구,관양1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
춘장대해수욕장,춘장대 해수욕장과 홍원항 쭈꾸미낚시 풍경,F,3,"서비스직 (요식업, 숙박업, 미용실종업원)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,충남,천안시 서북구,두정동,
추암,해파랑길 트레킹 제32코스 한재밑 추암,F,4,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 영통구,영통2동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
울릉도,2박3일 울릉도여행 그 시작부터 끝까지! : 네이버 블로그,M,3,"사무직 (일반사무직, 공무원, 직업군인)",100~199만원,아니오,          ,아파트/ 주상복합,서울,강동구,길동,
주문진,주문 진행중,M,5,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,성북구,장위동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
울릉도,서울~울릉도 하늘길로 1시간 만에 간다..2025년 5월 운항 | 다음 뉴스,F,3,"서비스직 (요식업, 숙박업, 미용실종업원)",500~599만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,성남시 수정구,창곡동,
통도사,70대 몰던 승용차... :: 네이버 뉴스,M,2,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,기타 ,서울,관악구,봉천동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
표충사,영남알프스 배내고개~능동산~천황산~재약산~표충사 산행 : 네이버 블로그,M,4,"농/축/광/수산업 (축산, 낙농업, 수산, 임업, 광업)",300~399만원,아니오,          ,오피스텔,경기,안양시 만안구,안양6동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
선바위,울산 <범서읍/구영리/천상/선바위 맛집> 선바위미나리 :: 미나리삼겹살 : 네이버 블로그,F,5,"주부 (전업주부, 파트타임 근무 주부)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,성남시 분당구,삼평동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
만연사,"한국사회 혐오 만연, 사람들이 '나'를 찾지 못했다는 뜻 : 네이트뉴스",M,4,"교직 (교사, 유치원교사, 학원강사)",600~699만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,양천구,목동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
청량사,가야산국립공원남산제일봉 청량사 원점회귀 등산코스,M,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,아파트/ 주상복합,광주,남구,백운동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
돈내코,제주 원앙폭포 신비함을 느끼고 싶다면 꼭 돈내코,F,5,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,북구,구암동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
쌍계사,경상남도 하동  하동 가볼만한곳 지리산자락으로 가을여행 떠나요 하동 쌍계사,F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,광주,북구,용봉동,
마차탄광문화촌,영월여행  강원도 탄광문화촌 단양영월 2박3일 여행,F,4,,,      ,          ,,,,,
안동문화,191125 1박 2일 안동 여행  세계문화유산 도산서원,M,2,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,단독주택,서울,영등포구,문래동5가,
안면도,안면도 여행 ? 황도가는 길 나문재 펜션 : 네이버 블로그,M,3,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,남양주시,진건읍,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
방화동,서울시 방화동에 건물을 지으려고 하는,M,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,해운대구,중동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
전등사,전등사 : 네이버 카페,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,유성구,노은동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
대광해수욕장,아이들과 국내섬여행 임자도  해수욕장 대광해수욕장,F,5,,,      ,          ,,서울,강서구,마곡동,
용궁사,부산 해동용궁사 시간 : 네이버 통합검색,M,4,,,      ,          ,,인천,연수구,연수1동,
불국사,경주 불국사 유래 - Daum 검색,M,3,,,      ,          ,,경기,용인시 수지구,죽전1동,
왜목마을,당진당일치기 3 왜목마을 해수욕장 산책 잠깐 들리기 좋은 코스,F,5,,,      ,          ,,서울,관악구,신림동,
제주중문,제주 중문 맛집 명작미소가 제육쌈정식 추천! : 네이버 블로그,M,5,기타 ,300~399만원,예    ,자녀 있음 ,단독주택,경남,창원시 마산회원구,회성동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
불국사,불국사 - Daum 백과,F,5,,,      ,          ,,대전,서구,관저동,
장흥,장흥 참숯가마 삼겹살 찜질방 : 나혼자산다 기안84 계곡 찜질방 : 네이버 블로그,F,5,,,      ,          ,,서울,용산구,한강로2가,
우수영,전라도 가볼만한곳 진도타워  우수영국민관광지 명량대첩기념관,M,4,,,      ,          ,,충북,진천군,이월면,
안적사,기장 안적사에서 가을을 맞이했습니다,F,5,,,      ,          ,,서울,양천구,신정3동,
실상사,“X발 꺼져” 한... :: 네이버 뉴스,F,4,,,      ,          ,,서울,영등포구,문래동3가,
창원구산해양,창원 마산 외곽 구산카페  통통 오션뷰카페,F,4,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,안양시 만안구,석수1동,
거제남부,거제 남부 해변길 걷기함목다대다포천장산여차여차홍포전망대홍포대포근포근포마을명사저구항,M,3,,,      ,          ,,서울,성동구,송정동,
홍길동테마파크,장성 홍길동 테마파크 반가운 지인들과의 카라반 캠핑,F,5,"관리직 (사장, 간부, 고위공무원)",500~599만원,아니오,          ,아파트/ 주상복합,경기,의왕시,내손동,
연주암,과천에서 관악산 연주암 가는길 - Daum 검색,M,4,,,      ,          ,,경기,용인시 기흥구,보라동,
울릉도,울릉도여행 행복한 추억 남기고 왔어요! : 네이버 블로그,F,2,,,      ,          ,,충남,천안시 동남구,다가동,
덕산온천,짧은 나들이 덕산온천여행 선물처럼 만난 코스모스,M,5,,,      ,          ,,서울,강남구,역삼동,
장사해수욕장,영덕 장사해수욕장 장사상륙작전 전승기념관 구경,M,5,기타 ,100만원 미만,아니오,          ,단독주택,광주,광산구,우산동,
극락암,통도사 극락암의 가을,F,4,,,      ,          ,,경남,양산시,덕계동,
아리랑마을,국악의 고장 전라남도 진도  국립남도국악원 아리랑 마을,M,3,,,      ,          ,,서울,동작구,노량진1동,
선바위,울산 <범서읍/구영리/천상/선바위 맛집> 선바위미나리 :: 미나리삼겹살 : 네이버 블로그,M,2,,,      ,          ,,충남,서천군,서면,
송계사,덕유산 지봉 산행기경남거창 송계사계곡에서 지봉에 올라 횡경재를 거쳐 백암봉까지 달려보자,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,고양시 일산동구,마두동,"대형차 (제너시스, BMW5급 등)"
석정온천,고창 힐링카운티 석정온천휴스파,M,5,"생산/노무직 (생산감독, 경비원, 공장근로자)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,은평구,대조동,
서동사,[경남 사천/삼천포 동서동 사무소 인근] 파도한정식(파도식당)...정식 : 네이버 블로그,F,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,성북구,정릉1동,"경차 (모닝, 스파크 등)"
서포리,덕적도 서포리해변 백패킹511  512,M,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,울산,중구,성안동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
흑석사,광주 샤브샤브 맛집 흑석사거리 푸짐한 월남쌈 : 네이버 블로그,M,2,,,      ,          ,,인천,연수구,선학동,
화암,강원도 고성 금강산 화암사 나들이 : 네이버 블로그,M,3,"자영업 (도소매업, 숙박업, 미용업)",700~799만원,아니오,          ,단독주택,대구,달서구,신당동,"프리미엄 (에쿠스, BMW7급 등)"
선바위,울산 <범서읍/구영리/천상/선바위 맛집> 선바위미나리 :: 미나리삼겹살 : 네이버 블로그,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,오피스텔,서울,양천구,목1동,
궁평,궁평의 마을,M,4,"판매직 (상점점원, 보험설계사, 노점상)",900~999만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,성북구,정릉1동,"경차 (모닝, 스파크 등)"
부곡온천,하반기 HOT 생생 부곡온천 라이브공연 12회차,F,4,무직,700~799만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,남양주시,별내면,
벽계,벽계야영장은 새단장 중,M,2,"학생 (초중고학생, 대학생, 대학원생)","1,000만원 이상",아니오,          ,아파트/ 주상복합,경기,안양시 만안구,안양1동,
수리사,어린 양 잡아가는 흰꼬리수리 사진이 논란이 된 이유 | 다음 뉴스,F,3,,,      ,          ,,서울,광진구,군자동,
진관사,북한산 등산코스진관사 삼천사 원점코스,M,4,,,      ,          ,,서울,마포구,아현동,
장성호,장성 가볼만한곳 장성호 수변길 출렁다리,M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,강서구,내발산동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
원각사,가볍게 다이어트 트레킹 겸 다녀온 의정부 원각사,M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,용산구,문배동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
삼척해수욕장,삼척여행 Part1삼척 하얀낭만펜션일미어담삼척해변,M,2,"판매직 (상점점원, 보험설계사, 노점상)",200~299만원,아니오,          ,아파트/ 주상복합,울산,북구,중산동,"대형SUV (베라크루즈, 모하비, 투아렉급 등)"
석정온천,고창 힐링카운티 석정온천휴스파,M,3,"판매직 (상점점원, 보험설계사, 노점상)","1,000만원 이상",아니오,          ,오피스텔,전남,광양시,중동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
망월사,"도봉산 등산코스, 도봉산탐방센터-자운봉-포대능선-망월사 등산 : 네이버 블로그",M,5,"관리직 (사장, 간부, 고위공무원)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,송파구,잠실2동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
망월사,"도봉산 등산코스, 도봉산탐방센터-자운봉-포대능선-망월사 등산 : 네이버 블로그",M,5,"관리직 (사장, 간부, 고위공무원)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,송파구,잠실2동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산정호수,포천 산정호수 둘레길을 걸으며,M,4,,,      ,          ,,인천,연수구,송도동,
용궁사,부산 해동용궁사 시간 : 네이버 통합검색,F,5,,,      ,          ,,경기,부천시 소사구,괴안동,
화암,정선 아이와 가볼만한곳 화암동굴 나들이 ,F,4,,,      ,          ,,인천,서구,불로동,
부석사,경북가볼만한곳 영주 부석사,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 없음 ,아파트/ 주상복합,부산,금정구,부곡3동,
지리산온천,지리산 온천랜드 후기 지리산 가족여행가격,F,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,아파트/ 주상복합,부산,사하구,다대2동,
화암사,화암사 숲길 신선대에서 바라보는 울산바위,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,서구,관저1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
마니산,한국명산 031 강화도 마니산 등산기,M,3,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,동작구,사당1동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
운일암반일암,전북 가볼만한곳  진안 운일암 반일암 산책,F,2,,,      ,          ,,서울,도봉구,창2동,
화암,고성 화암사 : 네이버 통합검색,M,5,"교직 (교사, 유치원교사, 학원강사)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,수영구,수영동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
안면도,안면도 여행 ? 황도가는 길 나문재 펜션 : 네이버 블로그,F,3,"서비스직 (요식업, 숙박업, 미용실종업원)",400~499만원,아니오,          ,아파트/ 주상복합,충남,태안군,태안읍,
주문진,주문 진행중,F,5,,,      ,          ,,서울,강동구,고덕1동,
남당,1130 남당피싱 워너비호 먼바다 우럭 낚시체험 인건가,M,4,"전문직 (의사, 판검사, 예술가, 종교인)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,연수구,송도동,"프리미엄 (에쿠스, BMW7급 등)"
회상나루,회상나루 객주촌,M,4,,,      ,          ,,부산,금정구,구서2동,
홍천온천,홍천 온천홍천에서 온천을 한다면오래된 시설이지만 물은 괜찮았던 원탕 온천목욕탕,F,2,,,      ,          ,,부산,사상구,덕포동,
예당,두정역에서 예당호 : 네이버 통합검색,F,5,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,대구,동구,율암동,
약천사,약천사(藥泉寺) - 디지털서귀포문화대전,F,5,,,      ,          ,,경기,고양시 일산서구,대화동,
제주중문,행복했던 밥상 제주 중문 맛집,F,3,"교직 (교사, 유치원교사, 학원강사)",500~599만원,아니오,          ,아파트/ 주상복합,대구,동구,방촌동,"경차 (모닝, 스파크 등)"
설악한화리조트,강원도 속초여행 물놀이 먹거리 놀거리 가능한 설악 한화리조트,F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,서구,둔산2동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
일심사,오이타 여행 코스벚꽃 운해 잇신지일심사,F,4,"주부 (전업주부, 파트타임 근무 주부)",100~199만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,남양주시,호평동,
미천굴,제주 일출랜드 그리고 미천굴,F,2,"판매직 (상점점원, 보험설계사, 노점상)",100~199만원,아니오,          ,아파트/ 주상복합,전북,익산시,영등동,
후곡약수터,후곡 약수터,F,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,서울,영등포구,영등포동5가,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
신지명사십리,여로4  완도 신지명사십리해수욕장  20190325,F,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,광주시,오포읍,
봉개휴양림,제주교래자연휴양림 큰지그리오름 봉개음식물처리장 냄새 최악,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,성남시 분당구,금곡동,
청학사,SNS 서포터즈 연수구 사찰 여행 호불사와 청학사 가을 산책,M,2,,,      ,          ,,전남,순천시,덕월동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
율포해수욕장,전라도1박2일여행여수낭만포차 율포해수욕장 광한루원,F,3,무직,700~799만원,아니오,          ,아파트/ 주상복합,경북,영주시,가흥동,
능암온천,충주 가볼만 한 곳  능암온천랜드,M,2,"학생 (초중고학생, 대학생, 대학원생)",100~199만원,아니오,          ,단독주택,강원,춘천시,사북면,
아리랑마을,국악의 고장 전라남도 진도  국립남도국악원 아리랑 마을,F,4,"주부 (전업주부, 파트타임 근무 주부)",100~199만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,부천시 원미구,중1동,
고석정,철원 여행 고석정 정취를 취하다,F,4,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,안양시 동안구,부림동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
청학사,SNS 서포터즈 연수구 사찰 여행 호불사와 청학사 가을 산책,F,5,"전문직 (의사, 판검사, 예술가, 종교인)",200~299만원,아니오,          ,아파트/ 주상복합,경기,용인시 수지구,상현동,
고흥우주해양,김 지사 고흥 우주항공 중심도시로 대도약,M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,태안군,태안읍,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
구병산,충북 보은 충북알프스의 시작점 아홉봉우리의 구병산,M,4,,,      ,          ,,서울,은평구,증산동,
진도대명리조트,진도 여행 대명리조트 쏠비치 진도 후기,M,3,"전문직 (의사, 판검사, 예술가, 종교인)",400~499만원,아니오,          ,단독주택,광주,남구,월산동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
다덕약수,봉화 약수식당  다덕약수 로 만든 토종닭백숙,F,5,,,      ,          ,,전북,군산시,나운2동,
장의사,정확히 901장의 사진 ^^;;;,M,3,무직,500~599만원,아니오,          ,아파트/ 주상복합,서울,동대문구,답십리2동,
모악산,100대명산  모악산  84130,M,4,,,      ,          ,,서울,노원구,월계동,
울릉도,2박3일 울릉도여행 그 시작부터 끝까지! : 네이버 블로그,M,3,,,      ,          ,,서울,관악구,봉천동,
약수암,도당산시사재 대광사 약수암,M,3,,,      ,          ,,서울,은평구,갈현2동,
위봉사,한국의 산사 10898 완주 위봉사,F,3,,,      ,          ,,경기,수원시 영통구,하동,
미숭산,고령 여행 숲과 자연을 느끼며 힐링해요 미숭산자연휴양림,M,5,"관리직 (사장, 간부, 고위공무원)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,영등포구,양평동3가,
백천사,사천와룡산백천사 : 네이버 통합검색,F,3,,,      ,          ,,경북,구미시,구평동,
불국사,경주여행 #1 - 천년고찰 석굴암과 불국사 : 네이버 블로그,F,3,,,      ,          ,,서울,관악구,남현동,
아우라지,정선 아리랑 시장  물 폭탄 맞은 아우라지,M,2,,,      ,          ,,부산,서구,암남동,
장사해수욕장,영덕 장사해수욕장 장사상륙작전 전승기념관 구경,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,구로구,구로5동,
위봉사,한국의 산사 10898 완주 위봉사,F,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,강동구,명일2동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
연주암,과천에서 관악산 연주암 가는길 - Daum 검색,M,5,무직,100만원 미만,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,경기,성남시 수정구,신흥2동,
오목내,진주 판문동 맛집 오목내 솔직후기,M,2,,,      ,          ,,경기,성남시 수정구,태평2동,
아우라지,정선 아리랑 시장  물 폭탄 맞은 아우라지,M,5,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,화성시,병점동,
홍천비발디파크,비발디파크 근처 펜션 홍천 힐링하우스 뜨끈한 온돌방 넘나 좋음,F,4,"주부 (전업주부, 파트타임 근무 주부)",100~199만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,남양주시,호평동,
원주더네이처,원주문막읍 대규모 관광단지 4년만에 재추진,M,5,,,      ,          ,,경기,화성시,남양동,
후곡약수터,후곡 약수터,F,4,"교직 (교사, 유치원교사, 학원강사)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,상계1동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
용화사,운양동 용화사 : 네이버 카페,F,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,강원,춘천시,퇴계동,"경차 (모닝, 스파크 등)"
의성탑산온천,경북 의성 탑산약수온천 유황냄새 진한 지방온천,F,4,"교직 (교사, 유치원교사, 학원강사)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,유성구,노은동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
장성호,장성 가볼만한곳 장성호 수변길 출렁다리,M,2,,,      ,          ,,경기,화성시,동탄면,
망월사,도봉산 등산코스 도봉산탐방센터-자운봉-포대능선-망월사 등산 : 네이버 블로그,F,5,"농/축/광/수산업 (축산, 낙농업, 수산, 임업, 광업)",300~399만원,예    ,자녀 있음 ,단독주택,경북,경산시,하양읍,
약천사,제주도 이색 관광지 추천 약천사 - 　 - 　　막생정 - 쭉빵카페,M,3,"판매직 (상점점원, 보험설계사, 노점상)",500~599만원,아니오,          ,오피스텔,서울,강남구,역삼1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
공릉,파주 공릉캠핑장 11월 동계 캠핑의 첫 시작,M,4,,,      ,          ,,서울,서초구,반포동,
경산온천,경산온천상대온천좋아요,F,5,,,      ,          ,,서울,구로구,오류2동,
안적사,기장 안적사에서 가을을 맞이했습니다,F,2,,,      ,          ,,경기,남양주시,와부읍,
동해사,양양 동해사 : 네이버 통합검색,M,3,,,      ,          ,,서울,관악구,신림동,
회산연꽃방죽,일로읍 회산연꽃방죽이야기회산백련지연꽃나들이목포꽃집목포꽃배달 남악꽃배달 일로꽃배달무안꽃배달,M,3,,,      ,          ,,서울,관악구,서림동,
문수사,고창 청량산 문수사,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,충남,홍성군,홍성읍,
땅끝,2018. 단풍따라 흐르는 가을여행 - 14. 토말. 땅끝마을,M,3,"자영업 (도소매업, 숙박업, 미용업)",200~299만원,아니오,          ,아파트/ 주상복합,서울,중구,예장동,기타 (승합차/트럭/화물차/기타 차량 등)
주문진,새로웠던 주문진 맛집,M,4,,,      ,          ,,경기,성남시 분당구,금곡동,
봉개휴양림,제주교래자연휴양림 큰지그리오름 봉개음식물처리장 냄새 최악,F,5,무직,100만원 미만,아니오,          ,단독주택,경북,포항시 남구,동해면,
라비에벨,부천예식장 라비에벨웨딩 기억에 많이 남을 것 같아요,M,4,,,      ,          ,,경기,여주군,여주읍,
안동하회,안동하회마을 무료공연 하회별신굿탈놀이 부용대,M,4,"교직 (교사, 유치원교사, 학원강사)",100만원 미만,아니오,          ,연립주택/ 다세대/ 빌라,서울,동대문구,이문1동,
실상사,리군의 사찰 에세이 02 남원 실상사,M,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,안성시,중리동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
문경상리,문경 상리 삼층석탑 경북 문경,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,김포시,마산동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
도선사,오이도선사유적공원 유기견 : 네이버 통합검색,M,4,무직,100만원 미만,아니오,          ,아파트/ 주상복합,서울,구로구,고척1동,
양양국제공항,양양국제공항 타고 제주도 가기 코리아익스프레스에어,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,단독주택,광주,광산구,수완동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
송호,의왕 왕송호수 레솔레파크 : 네이버 블로그,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,오피스텔,서울,강남구,자곡동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
직탕,20190806 철원일대 폭포를 찾아떠난 여름휴가 재인폭포비둘기낭폭포직탕폭포산정호수,M,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,강남구,대치동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
칠성사,칠성사이다 : 네이버 통합검색,F,4,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,송파구,문정동,
회산연꽃방죽,일로읍 회산연꽃방죽이야기회산백련지연꽃나들이목포꽃집목포꽃배달 남악꽃배달 일로꽃배달무안꽃배달,F,5,,,      ,          ,,서울,양천구,목동,
제천온천,충북 가볼만한곳 제천 리솜포레스트 온천여행과 자드락길,M,3,,,      ,          ,,경기,의정부시,호원동,
화암,정선 아이와 가볼만한곳 화암동굴 나들이 ,M,5,,,      ,          ,,전남,나주시,송월동,
홍천비발디파크,비발디파크 근처 펜션 홍천 힐링하우스 뜨끈한 온돌방 넘나 좋음,F,3,,,      ,          ,,경기,의정부시,호원동,
동해사,아흔두번째.양양 동해사 : 네이버 블로그,M,3,,,      ,          ,,서울,송파구,잠실3동,
주문진,주문 진행중,F,4,,,      ,          ,,서울,관악구,행운동,
청도용암온천,청도용암온천 즐기고 빛축제까지,F,4,,,      ,          ,,부산,강서구,강동동,
월명암,깊어가는 내변산의 가을 풍경1남여치월명암직소폭포재백이고개,F,4,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,달서구,장기동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
동해사,동해사 : 네이버 플레이스,M,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,강남구,논현동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
동해사,"강원도여행지, 맑은 하늘에 감로비가 내렸다는 양양 동해사를 소개 합니다 : 네이버 블로그",M,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,강남구,논현동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
동해사,동해사 : 네이버,M,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,강남구,논현동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
동해사,"강원도여행지, 맑은 하늘에 감로비가 내렸다는 양양 동해사를 소개 합니다 : 네이버 블로그",M,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,강남구,논현동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
동해사,"강원도여행지, 맑은 하늘에 감로비가 내렸다는 양양 동해사를 소개 합니다 : 네이버 블로그",M,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,강남구,논현동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
동해사,"강원도여행지, 맑은 하늘에 감로비가 내렸다는 양양 동해사를 소개 합니다 : 네이버 블로그",M,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,강남구,논현동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
동해사,아흔두번째.양양 동해사 : 네이버 블로그,M,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,강남구,논현동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
