선호관광,사이트제목,성별,연령,직업,소득,결혼,자녀,주거,시도,구,동,자동차
안면도,안면도 바람아래해수욕장 캠핑장 : 네이버 블로그,M,3,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,예    ,자녀 있음 ,단독주택,서울,금천구,독산1동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
안면도,안면도 바람아래해수욕장 캠핑장 : 네이버 블로그,M,3,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,예    ,자녀 있음 ,단독주택,서울,금천구,독산1동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
안면도,안면도 바람아래해수욕장 캠핑장 : 네이버 블로그,M,3,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,예    ,자녀 있음 ,단독주택,서울,금천구,독산1동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
안면도,안면도 바람아래해수욕장 캠핑장 : 네이버 블로그,M,3,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,예    ,자녀 있음 ,단독주택,서울,금천구,독산1동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
천장사,마트 간 사이 쏟... :: 네이버 뉴스,M,4,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,구로구,개봉동,
산정호수,포천 산정호수 둘레길을 걸으며,F,4,,,      ,          ,,인천,남구,학익1동,
홍천온천,홍천 온천홍천에서 온천을 한다면오래된 시설이지만 물은 괜찮았던 원탕 온천목욕탕,M,3,,,      ,          ,,부산,부산진구,전포1동,
청도온천,청도 온천갑니다용,F,3,,,      ,          ,,경기,구리시,교문동,
후곡약수터,후곡 약수터,M,3,,,      ,          ,,경기,하남시,창우동,
해운대,부산 해운대 해수욕장 근처 호텔 및 즐길 거리 추천! : 네이버 포스트,M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,아니오,          ,아파트/ 주상복합,경기,안산시 단원구,선부1동,"소형SUV/CUV (티볼리, QM3 등)"
원주플라워프루트월드,원주 플라워프루트월드 관광단지 조성 사업 본격화,M,5,,,      ,          ,,서울,강서구,염창동,
증평에듀팜특구,SNS기자단 기고 해외 관광객도 즐길 충북의 명소 증평 에듀팜 관광특구,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,남구,주안8동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
삼척해수욕장,삼척여행 Part1삼척 하얀낭만펜션일미어담삼척해변,F,5,,,      ,          ,,서울,양천구,목동,
흥덕사,흥덕사 백운문화한마당 참석,F,3,,,      ,          ,,울산,울주군,온양읍,
영산호쌀문화테마공원,이천 농업테마공원 쌀문화전시관에서 쌀에 대해 배워봐요,F,5,,,      ,          ,,서울,강남구,도곡2동,
김녕해수욕장,제주도 바다 색이 아름다운 김녕해수욕장 물놀이,F,4,,,      ,          ,,경기,수원시 팔달구,우만1동,
예래휴양형주거,예래 휴양형 주거단지 현황과 제주도 땅 투자,M,2,,,      ,          ,,경기,안양시 만안구,안양5동,
산정호수,산정호수 그 물 위를 걷다 포천 산정호수 둘레길,M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",300~399만원,예    ,자녀 없음 ,아파트/ 주상복합,전남,여수시,소라면,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
표충사,표충사 우리아이마음숲놀이터 하루 종일 놀겠다는 아이들,M,3,,,      ,          ,,부산,해운대구,우1동,
구문소,억년의 세월이 빚은 비경 태백팔경 구문소,F,5,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,시흥시,거모동,
문수사,고창 청량산 문수사,M,5,,,      ,          ,,인천,계양구,계산1동,
제주용머리,제주 용머리해안 맛집 가족 식사엔 카도돈카츠,M,5,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,전북,무주군,무주읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
예당,충남 예당저수지 예당호 출렁다리,F,4,,,      ,          ,,인천,남구,주안7동,
개척사,미국 개척사에 두드러진 두 청년,M,3,,,      ,          ,,부산,금정구,노포동,
안면도,캠핑장추천 / 안면도 캠핑 바람아래해수욕장 : 네이버 블로그,F,3,,,      ,          ,,경기,고양시 일산서구,탄현동,
춘장대해수욕장,춘장대 해수욕장과 홍원항 쭈꾸미낚시 풍경,F,3,,,      ,          ,,경기,고양시 일산서구,탄현동,
태종대,태종대 해녀집 : 네이버 블로그,F,3,,,      ,          ,,서울,동작구,노량진동,
백운계곡,포천백운계곡 물놀이로 무더위를 식혀요~ : 네이버 블로그,M,4,,,      ,          ,,경기,안산시 단원구,신길동,
태종대,2박3일 부산여행 태종대 해녀집 자갈마당에서 낮술?? : 네이버 블로그,M,5,,,      ,          ,,경기,의왕시,오전동,
송불암,논산여행 황산벌의 중심에 자리한 논산 송불암 미륵불,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,아파트/ 주상복합,경기,의왕시,포일동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
용궁사,부산 가볼만한곳 해동용궁사 바닷가 절 풍경 : 네이버 블로그,M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,화성시,능동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
창원구산해양,창원 마산 외곽 구산카페  통통 오션뷰카페,M,4,무직,100만원 미만,아니오,          ,아파트/ 주상복합,광주,북구,매곡동,
가산산성,가을이 오면 가산산성,M,3,,,      ,          ,,서울,강동구,천호동,
백운계곡,[8월 휴가지 추천] 포천 백운계곡~! : 네이버 카페,F,4,"관리직 (사장, 간부, 고위공무원)",200~299만원,아니오,          ,아파트/ 주상복합,경남,양산시,물금읍,"경차 (모닝, 스파크 등)"
경산온천,경산온천상대온천좋아요,M,4,,,      ,          ,,서울,성동구,금호동3가,
서포리,덕적도 서포리해변 백패킹511  512,M,5,,,      ,          ,,경기,의정부시,신곡2동,
남당,1130 남당피싱 워너비호 먼바다 우럭 낚시체험 인건가,M,3,,,      ,          ,,강원,인제군,북면,
평택호,평택호텔  그랜드호텔 평택호 뷰를 볼 수 있는 호텔 추천,F,4,,,      ,          ,,서울,강남구,도곡동,
백운계곡,백운계곡_계곡 물놀이 주말 드라이브 : 네이버 블로그,M,4,,,      ,          ,,서울,도봉구,창1동,
해운대,해운대.. 고래사 쿠킹클래스 체험.. : 네이버 블로그,M,4,,,      ,          ,,서울,도봉구,창1동,
왕궁보석테마,익산왕궁보석테마관광지 상설공연  체험프로그램,F,4,,,      ,          ,,경기,용인시 기흥구,중동,
내장산리조트,정읍시 내장산리조트 최대규모 민자유치,F,4,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,관악구,남현동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
옥계,강원도 동해 옥계해변 노지캠핑 : 네이버 블로그,F,4,,,      ,          ,,대구,달서구,도원동,
용호씨사이드,부산 용호동 씨사이드 분쟁 부산시 관광지 취소 경고,M,3,,,      ,          ,,서울,노원구,상계동,
태종대,2019년 제14회 태종대 태종사 수국꽃 문화축제 : 네이버 블로그,F,3,,,      ,          ,,경남,창원시 진해구,여좌동,
오수의견,전북 걷기 좋은 곳 전북 임실 오수의견공원,M,2,,,      ,          ,,부산,남구,우암동,
춘장대해수욕장,춘장대 해수욕장과 홍원항 쭈꾸미낚시 풍경,F,4,,,      ,          ,,인천,남구,관교동,
백운계곡,포천 백운계곡,F,5,,,      ,          ,,서울,광진구,구의동,
한탄강,서울근교 가볼만한곳한탄강둘레길 따라~포천 비둘기낭폭포 : 네이버 블로그,F,5,,,      ,          ,,경남,합천군,합천읍,
울산강동,울산 강동 화암 주상절리 예술작품 같은 일출,F,5,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,화성시,남양동,"소형SUV/CUV (티볼리, QM3 등)"
오시리아,기장펜션 오시리아인 펜션,F,5,,,      ,          ,,부산,북구,화명3동,
등명,소다부부캠핑 11번째:: 강원도 정동진 등명해변으로 계획없는 캠핑을 떠나요♩ : 네이버 블로그,F,2,,,      ,          ,,대구,달서구,이곡1동,
신화랑,청도 가볼만한곳 신화랑풍류마을 생각보다 알차,F,2,,,      ,          ,,대구,달서구,이곡1동,
원주더네이처,원주문막읍 대규모 관광단지 4년만에 재추진,M,3,,,      ,          ,,경기,고양시 덕양구,삼송동,
영암바둑테마파크,영암 가볼만한곳  월출산 기찬랜드 가야금산조 테마공원,F,4,,,      ,          ,,광주,서구,금호동,
진관사,북한산 등산코스진관사 삼천사 원점코스,M,5,,,      ,          ,,경기,평택시,비전동,
알펜시아,강원도여행 평창 알펜시아 홀리데이인스위트 투베드룸과 오션700 워터파크,F,4,,,      ,          ,,서울,강남구,논현1동,
만남의광장,하남 드림 휴게소만남의광장에 수소충전소 오픈,F,4,,,      ,          ,,서울,강남구,논현1동,
송계사,덕유산 지봉 산행기경남거창 송계사계곡에서 지봉에 올라 횡경재를 거쳐 백암봉까지 달려보자,F,5,"판매직 (상점점원, 보험설계사, 노점상)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,용인시 기흥구,상하동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
합천보조댐,경상남도 산책길  합천 가볼만한곳 산책하며 데이트하기 좋은 길 합천 보조댐 수변생태 탐방로,M,4,,,      ,          ,,서울,금천구,독산3동,
태종대,태종대 : 네이버 통합검색,M,4,,,      ,          ,,서울,용산구,한남동,
산정호수,"산정호수, 그 물 위를 걷다 '포천 산정호수 둘레길'",F,3,"주부 (전업주부, 파트타임 근무 주부)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,의정부시,의정부동,
산정호수,산정호수 : 네이버 통합검색,F,3,"주부 (전업주부, 파트타임 근무 주부)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,의정부시,의정부동,
산정호수,산정호수 : 네이버 플레이스 리뷰 결과,F,3,"주부 (전업주부, 파트타임 근무 주부)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,의정부시,의정부동,
산정호수,서울근교드라이브: 산정호수(길쭉이호떡 굳) : 네이버 블로그,F,3,"주부 (전업주부, 파트타임 근무 주부)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,의정부시,의정부동,
여수경도,수요미식회 여수  경도 자연횟집  여수 10미 하모 샤브샤브,M,4,,,      ,          ,,서울,도봉구,도봉2동,
화진포,배틀트립 147회 고성 화진포박포수가든 창바위식당 남경식당,M,3,,,      ,          ,,서울,노원구,하계1동,
원각사,가볍게 다이어트 트레킹 겸 다녀온 의정부 원각사,F,3,"서비스직 (요식업, 숙박업, 미용실종업원)",800~899만원,아니오,          ,아파트/ 주상복합,경기,고양시 일산동구,장항2동,
보적사,나홀로 가을 산행  독산성 세마대지 보적사 다녀오기,F,5,,,      ,          ,,부산,동래구,안락2동,
벽계,벽계야영장은 새단장 중,M,5,,,      ,          ,,서울,강남구,논현동,
삼막사,여름 피서지 안양 삼막사계곡 : 네이버 블로그,M,5,"서비스직 (요식업, 숙박업, 미용실종업원)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,은평구,진관동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
맹방,강원도 삼척 맹방해수욕장 당일치기 여행,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",200~299만원,아니오,          ,아파트/ 주상복합,강원,춘천시,효자동,
팜파스종합휴양,팜파스종합휴양관광단지,M,4,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,고양시 덕양구,화정1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
오전약수,태백산에 싸여있는 봉화군 물야 오전약수,F,4,,,      ,          ,,서울,은평구,응암2동,
약수암,도당산시사재 대광사 약수암,F,5,,,      ,          ,,전북,전주시 완산구,교동,
마차탄광문화촌,영월여행  강원도 탄광문화촌 단양영월 2박3일 여행,F,5,,,      ,          ,,경기,구리시,인창동,
해운대,부산여행 아이와 갈만한 곳 - 해운대 고래사어묵 쿠킹클래스 체험 : 네이버 블로그,M,4,,,      ,          ,,대전,유성구,지족동,
화진포,강원도 고성 여행  화진포 신서유기에도 나왔네요,M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",400~499만원,아니오,          ,아파트/ 주상복합,서울,노원구,상계6.7동,
율포해수욕장,전라도1박2일여행여수낭만포차 율포해수욕장 광한루원,M,5,무직,100만원 미만,아니오,          ,기타 ,경기,수원시 영통구,매탄4동,
삼막사,삼막사계곡 : 네이버 통합검색,F,4,,,      ,          ,,서울,성북구,돈암1동,
곽지,제주 바다 후기 : 이호테우 한담&애월 함덕 곽지 협재 금능 : 네이버 블로그,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,단독주택,서울,강동구,길동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
해신장보고,을왕리 조개구이  해신장보고  설레여,F,4,,,      ,          ,,서울,관악구,청룡동,
마금산온천,창원북면 마금산온천호텔 창원 온천 호텔 추천 리앤호텔  풀빌라 318호 후기,F,4,,,      ,          ,,서울,관악구,청룡동,
마한문화,영암 마한문화공원 191125,F,3,"자영업 (도소매업, 숙박업, 미용업)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,동작구,상도3동,
태종대,3박4일 부산여행 : 부산역 대건명가 태종대 가야밀면 송도케이블카 브라운도트호텔 송도점 부평깡통야시장 : 네이버 블로그,M,4,,,      ,          ,,경기,파주시,광탄면,
고래불,"해외 언론도 인정한 ‘고래불’, 수요미식회가 극찬한 강남역 맛집 - 이슈메이커",M,4,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,경기,성남시 분당구,분당동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
봉서사,완주 봉서사,M,4,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,송파구,가락동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
여수경도,수요미식회 여수  경도 자연횟집  여수 10미 하모 샤브샤브,M,2,,,      ,          ,,강원,강릉시,주문진읍,
광덕계곡,즐거운 와인딩 코스 여우고개  백운계곡  광덕계곡  도마치재 M으로 지지기,F,4,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,강동구,성내동,
화진포,고성가족여행 _통일전망타워/화진포해수욕장/돌아기 : 네이버 블로그,F,3,무직,200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,성북구,종암동,
만남의광장,하남 드림 휴게소만남의광장에 수소충전소 오픈,M,3,,,      ,          ,,울산,동구,방어동,
청평사,춘천 단풍구경하며 산책겸 등산코스 청평사가는길,M,5,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,성남시 수정구,창곡동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
고성델피노골프앤리조트,가족여행 숙소 추천 고성 속초 델피노골프앤리조트 카페로까 조식 리뷰,M,2,,,      ,          ,,광주,남구,덕남동,
태종대,탐방 태종대 : 네이버 블로그,M,2,,,      ,          ,,서울,송파구,마천2동,
양양국제공항,양양국제공항 타고 제주도 가기 코리아익스프레스에어,M,2,,,      ,          ,,서울,송파구,마천2동,
공릉,신촌 공릉닭한마리 : 네이버 통합검색,F,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,아파트/ 주상복합,대구,남구,봉덕1동,
삼막사,여름 피서지 안양 삼막사계곡 : 네이버 블로그,F,4,"주부 (전업주부, 파트타임 근무 주부)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,대전,서구,둔산2동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
일심사,오이타 여행 코스벚꽃 운해 잇신지일심사,M,2,,,      ,          ,,경기,시흥시,정왕2동,
불국사,경주불국사경주 아이와 가볼만한곳경주여행 : 네이버 블로그,F,4,,,      ,          ,,서울,강남구,논현동,
내설악용대,Jule105 봉정암  강원 인제 용대 내설악11530 월 맑음,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,전북,전주시 완산구,서신동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
여수첼린지파크,여수 유월드 루지 테마파크 핫플 인정 100만표,M,3,,,      ,          ,,경기,화성시,남양동,
남원,티팬티남 원주... :: 네이버 뉴스,F,4,,,      ,          ,,서울,도봉구,창5동,
해운대,해운대는 이제 그만! 최근 인기 있는 이색적인 부산 가볼만한 곳 : 네이버 포스트,F,2,,,      ,          ,,강원,춘천시,교동,
태종대,태종대 : 네이버 통합검색,F,2,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,경북,포항시 북구,창포동,"경차 (모닝, 스파크 등)"
능암온천,충주 가볼만 한 곳  능암온천랜드,M,3,"사무직 (일반사무직, 공무원, 직업군인)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,구로구,구로1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
충주호체험,충주호 유람선 체험,F,3,"학생 (초중고학생, 대학생, 대학원생)",500~599만원,아니오,          ,오피스텔,서울,용산구,한강로2가,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
대구화원,대구 화원 카페 커피문화 작은 창고형카페,F,3,,,      ,          ,,광주,북구,동림동,
남원,이진 결혼 남편 금수저 훈남? 원조요정→뉴요커 만든 주인공은 | 한국정경신문,M,3,,,      ,          ,,강원,춘천시,효자2동,
안적사,기장 안적사에서 가을을 맞이했습니다,M,4,,,      ,          ,,충남,천안시 동남구,청수동,
장흥,서울 근교 장흥 참숯가마 고구마 구워 먹고 놀기 좋아,F,3,,,      ,          ,,서울,강남구,논현동,
예당,충남 예산 가볼만한곳 예당호 출렁다리 그리고 대흥동원 대련사 : 네이버 블로그,F,4,,,      ,          ,,경기,안양시 동안구,관양동,
태종대,3박4일 부산여행 : 부산역 대건명가 태종대 가야밀면 송도케이블카 브라운도트호텔 송도점 부평깡통야시장 : 네이버 블로그,M,4,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,송파구,방이1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
태종대,2박3일 부산여행 태종대 해녀집 자갈마당에서 낮술?? : 네이버 블로그,F,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,부산,남구,감만1동,
해운대,부산여행2박3일코스. 해운대 근처 위주로 널널하게 : 네이버 블로그,F,5,,,      ,          ,,대전,서구,탄방동,
정남진우산도,정남진 장흥 물 축제 여행 정남진 전망대 위대한 영웅 안중근을 만나다,F,4,,,      ,          ,,강원,춘천시,석사동,
장흥,서울 근교 장흥 참숯가마 고구마 구워 먹고 놀기 좋아,F,3,,,      ,          ,,경기,수원시 영통구,영통동,
개암사,부안 개암사 그리고 개암제 나들이,M,4,,,      ,          ,,경북,상주시,복룡동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
해운대,부산여행2박3일코스. 해운대 근처 위주로 널널하게 : 네이버 블로그,F,5,"교직 (교사, 유치원교사, 학원강사)",300~399만원,예    ,자녀 있음 ,단독주택,충북,충주시,동량면,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
수승대,거창군 수승대,M,2,"학생 (초중고학생, 대학생, 대학원생)",400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,성북구,안암동3가,
공릉,파주 공릉캠핑장 11월 동계 캠핑의 첫 시작,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,광주,광산구,수완동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
망상,강원 동해 망상오토캠핑장,M,4,,,      ,          ,,대구,북구,구암동,
위봉사,한국의 산사 10898 완주 위봉사,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,중구,태평동,
땅끝,2018. 단풍따라 흐르는 가을여행 - 14. 토말. 땅끝마을,F,3,"사무직 (일반사무직, 공무원, 직업군인)",100~199만원,예    ,자녀 없음 ,아파트/ 주상복합,경북,경주시,강동면,"경차 (모닝, 스파크 등)"
해운대,부산역에서고래사어묵해운대 : 네이버 통합검색,M,3,무직,500~599만원,아니오,          ,아파트/ 주상복합,경북,포항시 북구,양덕동,
극락암,통도사 극락암의 가을,M,3,무직,500~599만원,아니오,          ,아파트/ 주상복합,경북,포항시 북구,양덕동,
전통한방휴양,전통한방휴양관광지 산청동의보감촌공진단만들기 체험,M,3,무직,500~599만원,아니오,          ,아파트/ 주상복합,경북,포항시 북구,양덕동,
고령부례,고령부례관광지 카라반  대구근교카라반,F,4,"주부 (전업주부, 파트타임 근무 주부)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,해운대구,반여1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
만리포해수욕장,당일치기 태안여행 해미읍성 만리포해수욕장 일몰 까지,M,4,,,      ,          ,,경남,거제시,거제면,
화진포,[고성군-화진포 둘레길]_화진포 관광후 한적하게 걷기 좋은 코스 : 네이버 블로그,M,4,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,강서구,명지동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
장성호,장성 가볼만한곳 장성호 수변길 출렁다리,F,2,,,      ,          ,,인천,부평구,삼산동,
화진포,화진포 둘레길 : 네이버 통합검색,M,4,,,      ,          ,,서울,노원구,월계동,
해남사,해남사 양대응 스님,M,4,,,      ,          ,,부산,동구,좌천1동,
강원호반,좋은 터 길라잡이(풍수문의 풍수강의),M,3,,,      ,          ,,충남,아산시,신창면,
장호,장호비치캠핑장 삼척여행,M,5,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,마포구,창전동,"대형SUV (베라크루즈, 모하비, 투아렉급 등)"
신화역사공원,제주 신화역사공원 홍차 카페 다만프레르,M,3,"교직 (교사, 유치원교사, 학원강사)",700~799만원,아니오,          ,단독주택,전북,김제시,백구면,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
김천온천,찜질방 데이트 김천 구미 대구 근처 온천숯가마 찜질방  성주 스파랜드u,M,2,"학생 (초중고학생, 대학생, 대학원생)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,영등포구,양평동4가,
태종대,2019부산당일치기 ② 태종대해녀촌/부산영도카페신기산업/부산그집(곱도리탕) : 네이버 블로그,F,4,,,      ,          ,,서울,양천구,목5동,
해운대,부산여행코스 영화의거리 동백섬 해운대 산책하기 : 네이버 블로그,F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,광주시,오포읍,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
산정호수,서울근교드라이브: 산정호수(길쭉이호떡 굳) : 네이버 블로그,M,5,,,      ,          ,,경기,평택시,비전1동,
아산온천,아산온천 당일치기 겨울여행 아산스파비스캠마녀의 나댕김 20191124,M,4,,,      ,          ,,경기,하남시,덕풍3동,
주문진,새로웠던 주문진 맛집,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,북구,화명3동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
고령부례,고령부례관광지 카라반  대구근교카라반,F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경북,칠곡군,석적읍,
도솔암,선운사 도솔암 마애불 - Daum 검색,F,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,아파트/ 주상복합,서울,강동구,둔촌동,
땅끝,2018. 단풍따라 흐르는 가을여행 - 14. 토말. 땅끝마을,F,4,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,광주,광산구,신가동,"경차 (모닝, 스파크 등)"
당항포,경남 고성 가볼만한곳 공룡엑스포가 펼쳐지는 당항포 관광단지,F,4,,,      ,          ,,경기,용인시 수지구,상현2동,
프로젝트ECO,애월 봉성리 프로젝트ECO조성사업,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,단독주택,경기,수원시 장안구,정자2동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
태종대,< 부산 태종대 > 해녀집 : 네이버 블로그,F,4,,,      ,          ,,전북,전주시 덕진구,인후동1가,
강원호반,좋은 터 길라잡이(풍수문의 풍수강의),M,4,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,아니오,          ,단독주택,경기,부천시 오정구,작동,
백제가요정읍사,백제의 가요 정읍사 망한가로 새롭게 태어나다,F,4,"교직 (교사, 유치원교사, 학원강사)","1,000만원 이상",예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,노원구,공릉2동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
화진포,고성가족여행 _통일전망타워/화진포해수욕장/돌아기 : 네이버 블로그,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,포천시,신읍동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
예안현,조식 유두류산록 이황,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,강남구,청담동,
오시리아,기장펜션 오시리아인 펜션,F,4,기타 ,400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,의왕시,청계동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
경주보문,경주 단풍 보문단지 산책 with 무지개,M,4,,,      ,          ,,서울,관악구,신림동,
산정호수,한라산 사라오름 산정호수서 수영한 몰지각한 탐방객 | 다음 뉴스,F,4,기타 ,600~699만원,아니오,          ,아파트/ 주상복합,서울,강동구,암사동,
제주중문,행복했던 밥상 제주 중문 맛집,F,5,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,송파구,마천2동,
증평에듀팜특구,SNS기자단 기고 해외 관광객도 즐길 충북의 명소 증평 에듀팜 관광특구,M,4,"전문직 (의사, 판검사, 예술가, 종교인)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강남구,일원본동,"대형차 (제너시스, BMW5급 등)"
김녕해수욕장,김녕해수욕장 : 네이버,F,4,"주부 (전업주부, 파트타임 근무 주부)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,유성구,관평동,"경차 (모닝, 스파크 등)"
삽교호,당진 삽교호 한 바퀴,F,5,기타 ,800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,울산,울주군,언양읍,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
등명,등명해변 캠핑 : 네이버 통합검색,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,용인시 기흥구,상갈동,
대전사,대전사랑 메세나,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,관악구,남현동,
